ID,Contenitore,Categoria,Lat,Long,LDCN,PRCD,Scheda_Chiesa,Numero opere,Link_StorieMemorie,Link_OrigineBologna,Link_BibSalaBorsa,Link_Wiki,Link_GenusBononiae,Link_CentroFasoli,Link_Archiginnasio,Link_Carisbo,Link_Beweb,Link_CatBBCC,Link_Chiese_ita,Link_ASP,Link_cittàmetr_BO,Link_portici di Bologna,Path
31,Conservatorio di S. Marta,Altri luoghi di culto,44.493993,11.353997,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Conservatorio%20di%20S.%20Marta&page=1&filtroprovenienza_OA=5412%7C8250,,3,,https://www.originebologna.com/strade/strada-san-vitale/n-136-135/,https://www.bibliotecasalaborsa.it/bolognaonline/cronologia-di-bologna/1833/il_conservatorio_delle_putte_di_santa_marta,,,,,,,,,,,,
32,Chiesa dei SS. Vitale e Agricola,Chiese,44.494470,11.350883,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20dei%20SS.%20Vitale%20e%20Agricola&page=1&filtrolocalizzazione_OA=5412%7C6156,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20dei%20SS.%20Vitale%20e%20Agricola&page=1&filtroprovenienza_OA=5412%7C10515,,5,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-dei-santi-vitale-ed-agricola-arena,https://www.originebologna.com/strade/strada-san-vitale/chiesa-dei-ss-vitale-e-agricola/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64645/Chiesa+dei+Santi+Vitale+e+Agricola+in+Arena,,,,,,
33,Monastero dei SS. Vitale e Agricola,Conventi e monasteri,44.494470,11.350883,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Monastero%20dei%20SS.%20Vitale%20e%20Agricola&page=1&filtroprovenienza_OA=5412%7C10516,,5,,https://www.originebologna.com/strade/strada-san-vitale/n45-54-monache-dei-ss-vitale-e-agricola/,,,,,,,,,,,,,
34,Chiesa del Buon Gesù,"Chiese, Non più esistente",44.48850239650546,11.339965950927951,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20del%20Buon%20Ges%C3%B9&page=1&filtroprovenienza_OA=5412%7C7552,,1,,https://www.originebologna.com/strade/san-mamolo/n-20/,,,,,,https://digital.fondazionecarisbo.it/artwork/chiesa-dell-antichissima-confraternita-del-buon-gesu-22999-2021-07-19t07-22-16-450z,,,,,,,
35,Chiesa del Corpus Domini,Chiese,44.489206,11.339532,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20del%20Corpus%20Domini&page=1&filtrolocalizzazione_OA=5412%7C2840,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20del%20Corpus%20Domini&page=1&filtroprovenienza_OA=5412%7C2840,,35,,,,https://it.wikipedia.org/wiki/Monastero_del_Corpus_Domini_(Bologna),,,,,,,,,,,
36,Convento del Corpus Domini,Conventi e monasteri,44.489206,11.339532,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jspdecorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20del%20Corpus%20Domini&page=1&filtrolocalizzazione_OA=5412%7C6162,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20del%20Corpus%20Domini&page=1&filtroprovenienza_OA=5412%7C10530,,11,,,,,,,,,,,,,,,
37,Chiesa di Gesù e Maria,"Chiese, Non più esistente",44.50397057943201,11.344381846487382,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20Ges%C3%B9%20e%20Maria&page=1&filtroprovenienza_OA=5412%7C6760,,3,,https://www.originebologna.com/strade/galliera/n-543/,,,,,,,,,,,,,
38,Chiesa della Madonna dei Poveri,Chiese,44.492516,11.335675,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20dei%20Poveri&page=1&filtrolocalizzazione_OA=5412%7C8353,,,5,,https://www.originebologna.com/strade/nosadella/n-621-622/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/place/chiesa-della-madonna-dei-poveri-9ee0b,,,,,,,,,,,,
39,Chiesa della Madonna del Baraccano,Chiese,44.484973,11.353705,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20del%20Baraccano&page=1&filtrolocalizzazione_OA=5412%7C7324,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20del%20Baraccano&page=1&filtroprovenienza_OA=5412%7C6078,https://catalogo.fondazionezeri.unibo.it/scheda/opera/119536/Ambrosi%20Giuseppe%20Antonio%20Barelli%20Agostino%2C%20null,7,https://www.storiaememoriadibologna.it/archivio/luoghi/santuario-di-santa-maria-del-baraccano,https://www.originebologna.com/strade/mura-della-citta-wip/chiesa-della-b-v-del-baracano/,,,,,,,,,,,,,baraccano.jpg
40,Conservatorio del Baraccano,Altri luoghi di culto,44.48570281007484,11.354731124536018,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Conservatorio%20del%20Baraccano&page=1&filtrolocalizzazione_OA=5412%7C4442,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Conservatorio%20del%20Baraccano&page=1&filtroprovenienza_OA=5412%7C7857,https://catalogo.fondazionezeri.unibo.it/scheda/opera/119174/,12,,https://www.originebologna.com/strade/strada-santo-stefano-1/n-131-132-119-conservatorio-di-zitelle-dette-del-baracano/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/place/ex-conservatorio-del-baraccano-70adb1,,,,,,,,,,,,conservatorio-baraccano.jpg
41,Chiesa della Beata Vergine del Carmine di Monte Donato,Chiese,44.461847,11.356476,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa+della+Beata+Vergine+del+Carmine+di+Monte+Donato,,,1,,,https://www.bibliotecasalaborsa.it/bolognaonline/cronologia-di-bologna/2002/la-chiesa-della-beata-vergine-del-carmine-di-monte-donato-passa-alla-diocesi,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64649/Chiesa+della+Beata+Vergine+del+Carmine+di+Monte+Donato,,,,,,
42,Chiesa della Madonna del Soccorso / Chiesa della Madonna del Borgo di S. Pietro,Chiese,44.502690,11.350873,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20del%20Soccorso%2F%2FChiesa%20della%20Madonna%20del%20Borgo%20di%20S.%20Pietro&page=1&filtrolocalizzazione_OA=5412%7C7286,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20del%20Soccorso%2F%2FChiesa%20della%20Madonna%20del%20Borgo%20di%20S.%20Pietro&page=1&filtroprovenienza_OA=5412%7C7286,,17,,https://www.originebologna.com/strade/mura-della-citta-wip/n-2379-2380/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64720/Chiesa+della+Beata+Vergine+del+Soccorso,https://catalogo.beniculturali.it/detail/PhotographicHeritage/0800641665,,,,,
43,Chiesa della Madonna di Galliera,Chiese,44.496693,11.342493,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20di%20Galliera&page=1&filtrolocalizzazione_OA=5412%7C3275,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Madonna%20di%20Galliera&page=1&filtroprovenienza_OA=5412%7C2883,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&SGTI_SGTT=Chiesa+della+Madonna+di+Galliera,35,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-della-madonna-di-galliera,https://www.originebologna.com/strade/galliera/n-476-477/,,,,,,,,,,,,,madonna-di-galliera.jpg
44,Oratorio di S. Filippo Neri,Oratori,44.496557,11.342249,,,https://catalogo.fondazionezeri.unibo.it/scheda/opera/125311/,0,,,,https://it.wikipedia.org/wiki/Oratorio_di_San_Filippo_Neri_(Bologna),,,,,,,,,,,san-filippo-neri.jpg
45,Chiesa della Rocca di Galliera,"Chiese, Non più esistente",44.503884,11.345556,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20Rocca%20di%20Galliera&page=1&filtroprovenienza_OA=5412%7C3343,,2,,https://www.originebologna.com/strade/piazza-della-montagnola/ruderi-del-castello-di-galliera/,,,,,,,,,,,,,
46,Chiesa della SS. Annunziata,Chiese,44.485509,11.340052,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20SS.%20Annunziata&page=1&filtrolocalizzazione_OA=5412%7C68,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20SS.%20Annunziata&page=1&filtroprovenienza_OA=5412%7C68,,5,,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/67102/Chiesa+della+Santissima+Annunziata+a+Porta+Procula,,https://chieseitaliane.chiesacattolica.it/chieseitaliane/AccessoEsterno.do?mode=guest&code=67102&Chiesa_della_Santissima_Annunziata_a_Porta_Procula__Bologna,,,,
47,Chiesa della SS. Trinità,Chiese,44.487331,11.352501,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20SS.%20Trinit%C3%A0&page=1&filtrolocalizzazione_OA=5412%7C493,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20della%20SS.%20Trinit%C3%A0&page=1&filtroprovenienza_OA=5412%7C493,,8,,https://www.originebologna.com/strade/strada-santo-stefano-1/n-114-87-89-chiesa-e-convento-di-monache-gesuate-dette-della-ss-trinita/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64653/Chiesa+della+Santissima+Trinit%C3%A0,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800319090,,,,,
48,Chiesa di S. Agata,"Chiese, Non più esistente",44.49253752667918,11.345724606745165,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Agata&page=1&filtroprovenienza_OA=5412%7C512,,1,,,,,,,,https://digital.fondazionecarisbo.it/artwork/chiesa-di-s-agata-e-palazzo-pepoli,,,,,,,
49,Chiesa di S. Agnese,"Chiese, Non più esistente",44.48865735763835,11.336120350927951,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Agnese&page=1&filtroprovenienza_OA=5412%7C2318,,4,https://www.storiaememoriadibologna.it/archivio/opere/monastero-di-santagnese,https://www.originebologna.com/strade/prato-di-sant-antonio/n-11-convento-delle-monache-domenicane-di-sant-agnese/,,,,,,,,,,,,,
50,Convento di S. Agnese,Conventi e monasteri,44.48865735763835,11.336120350927951,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Agnese&page=1&filtroprovenienza_OA=5412%7C478,,5,,,,,,http://www.centrofasoli.unibo.it/cd_bo/fonti_iconografiche/generale/vaticana%20schede/santAgnese.html,,,,,,,,,
51,Chiesa di S. Antonio Abate,Chiese,44.488490,11.339438,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Antonio%20Abate&page=1&filtrolocalizzazione_OA=5412%7C5293,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Antonio%20Abate&page=1&filtroprovenienza_OA=5412%7C5293,,4,,https://www.originebologna.com/strade/san-mamolo/n-116-53/,,https://it.wikipedia.org/wiki/Chiesa_di_Sant%27Antonio_Abate_(Bologna),,,,,,,,,,,
52,Chiesa di S. Antonio di Savena,Chiese,44.492480,11.369318,https://catalogo.fondazionezeri.unibo.it/scheda/opera/40639/Fontana%20Prospero%2C%20Madonna%20con%20Bambino%20in%20trono%2C%20san%20Giovannino%2C%20sant%27Antonio%20Abate%20e%20san%20Pietro,,,5,,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64713/Chiesa+di+Sant%27Antonio+di+Savena,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800242099,,,,,
53,Chiesa di S. Barbaziano,Chiese,44.492329,11.337692,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Barbaziano&page=1&filtroprovenienza_OA=5412%7C7292,,1,,https://www.originebologna.com/strade/barbaziana-via/n-1234/,,,,,,,,,,,,,
54,Chiesa di S. Basilio il Grande (ex chiesa di S. Anna),Chiese,44.494100,11.332121,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Basilio%20il%20Grande%20(ex%20chiesa%20di%20S.%20Anna)&page=1&filtrolocalizzazione_OA=5412%7C2446,,,3,,https://www.originebologna.com/strade/strada-sant-isaia/n-503-504-505-506-507/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiesa-di-sant-anna-f3075f,,,,,,,,,,,,
55,Chiesa di S. Benedetto,Chiese,44.501694,11.344309,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Benedetto&page=1&filtrolocalizzazione_OA=5412%7C3355,,,11,,https://www.originebologna.com/strade/galliera/n-526/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64661/Chiesa+di+San+Benedetto,,,,,,
56,Chiesa di S. Bernardo,"Chiese, Non più esistente",44.487560,11.345197,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Bernardo&page=1&filtroprovenienza_OA=5412%7C6400,,1,,https://www.originebologna.com/strade/borgo-degli-arienti/nn-643-647/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/ex-convento-di-san-bernardo-8b0d08,,,,,,,,,,,,
57,Chiesa di S. Carlo,Chiese,44.501185,11.341021,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Carlo&page=1&filtrolocalizzazione_OA=5412%7C8716,,,1,https://www.storiaememoriadibologna.it/archivio/luoghi/san-carlo,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64662/Chiesa+di+San+Carlo,,,,,,
58,Chiesa di S. Caterina di Saragozza,Chiese,44.490220,11.332660,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Caterina%20di%20Saragozza&page=1&filtrolocalizzazione_OA=5412%7C10074,,,1,,https://www.originebologna.com/strade/strada-di-saragozza/n224/,https://www.bibliotecasalaborsa.it/bolognaonline/events/la_nuova_chiesa_di_santa_caterina_di_saragozza,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64689/Chiesa+di+Santa+Caterina+di+Via+Saragozza,,,,,,
59,Chiesa di S. Caterina di Strada Maggiore,Chiese,44.491146,11.355019,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Caterina%20di%20Strada%20Maggiore&page=1&filtrolocalizzazione_OA=5412%7C3374,,,12,,https://www.originebologna.com/strade/strada-maggiore/n-216-217/,https://www.bibliotecasalaborsa.it/bolognaonline/cronologia-di-bologna/1824/la_chiesa_di_santa_caterina_di_strada_maggiore,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64688/Chiesa+di+Santa+Caterina+di+Strada+Maggiore,,,,,,
60,Chiesa di S. Colombano (ex),Chiese,44.496811,11.340718,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Colombano%20(ex)&page=1&filtrolocalizzazione_OA=5412%7C8914,,,3,,https://www.originebologna.com/strade/parisi-via/n-767-766-765/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiese-di-san-colombano-e-santa-maria-dell-orazione-5d3069,,,,,,,,,,,,
61,Oratorio di S. Colombano,Oratori,44.496811,11.340718,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Oratorio+di+S.+Colombano,,https://catalogo.fondazionezeri.unibo.it/scheda/opera/125165/,9,,,,,,,,,,,,,,,san-colombano.jpg
62,Chiesa di S. Cristina,Chiese,44.488642,11.355169,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Cristina&page=1&filtrolocalizzazione_OA=5412%7C6143,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Cristina&page=1&filtroprovenienza_OA=5412%7C147,,13,,https://www.originebologna.com/strade/fondazza/n-413-414/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64729/Chiesa+di+Santa+Cristina,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800241662,,,,,
63,Convento di S. Cristina,Conventi e monasteri,44.488642,11.355169,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento+di+S.+Cristina,,1,,https://www.originebologna.com/strade/fondazza/n-413-414/,,,,,,,,,,,,,
