ID,Contenitore,Categoria,Lat,Long,LDCN,PRCD,Scheda_Chiesa,Numero opere,Link_StorieMemorie,Link_OrigineBologna,Link_BibSalaBorsa,Link_Wiki,Link_GenusBononiae,Link_CentroFasoli,Link_Archiginnasio,Link_Carisbo,Link_Beweb,Link_CatBBCC,Link_Chiese_ita,Link_ASP,Link_cittàmetr_BO,Link_portici di Bologna,Path
64,Chiesa di S. Croce e S. Giuseppe,Chiese,44.487356,11.339731,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Croce%20e%20S.%20Giuseppe&page=1&filtrolocalizzazione_OA=5412%7C5892,,,1,,,https://www.bibliotecasalaborsa.it/bolognaonline/events/fusione_dei_conservatori_di_santa_croce_e_di_san_giuseppe,,,,,,,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800319058,,,,,
65,Conservatorio di zitelle dette di Santa Croce,Altri luoghi di culto,44.487446,11.339739,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Conservatorio%20di%20zitelle%20dette%20di%20Santa%20Croce&page=1&filtroprovenienza_OA=5412%7C8316,,1,https://www.storiaememoriadibologna.it/archivio/organizzazioni/conservatorio-delle-putte-di-santa-croce,https://www.originebologna.com/strade/san-mamolo/n-10-11/,,,,,,,,,,,,,
66,Chiesa di S. Egidio,Chiese,44.499800,11.358359,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Egidio&page=1&filtrolocalizzazione_OA=5412%7C3421,,,1,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-santegidio,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64716/Chiesa+di+Sant%27Egidio,,,,,,
67,Chiesa di S. Eugenio,Chiese,44.486012,11.315505,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Eugenio&page=1&filtrolocalizzazione_OA=5412%7C2728,,,1,,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64717/Chiesa+di+Sant%27Eugenio,,,,,,
68,Chiesa di S. Giorgio in Poggiale (ex),Chiese,44.497410,11.339277,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Giorgio%20in%20Poggiale&page=1&filtroprovenienza_OA=5412%7C7577,,6,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-san-giorgio-poggiale,https://www.originebologna.com/strade/poggiale-via-del/n-718-719/,,,,,,,,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800264155,,,,,
69,Chiesa di S. Giovanni Battista dei Celestini,Chiese,44.491998,11.341724,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Giovanni%20Battista%20dei%20Celestini&page=1&filtrolocalizzazione_OA=5412%7C10014,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Giovanni%20Battista%20dei%20Celestini&page=1&filtroprovenienza_OA=5412%7C8271,,17,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-san-giovanni-battista-dei-celestini,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/67330/Chiesa+di+San+Giovanni+Battista+dei+Celestini,,,,,,
70,Convento di S. Giovanni Battista dei Celestini,Conventi e monasteri,44.492143912020474,11.341553072185008,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Giovanni%20Battista%20dei%20Celestini&page=1&filtroprovenienza_OA=5412%7C8292,,2,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-san-giovanni-battista-dei-celestini,https://www.originebologna.com/strade/celestini-piazza-dei/n-1377/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiesa-di-san-giovanni-battista-dei-celestini-1809cb,,,,,,,,,,,,
71,Chiesa di S. Giovanni in Monte,Chiese,44.490513,11.348735,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Giovanni%20in%20Monte&page=1&filtrolocalizzazione_OA=5412%7C3204,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Giovanni%20in%20Monte&page=1&filtroprovenienza_OA=5412%7C3204,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&SGTI_SGTT=Chiesa+di+S.+Giovanni+in+Monte#lg=1&slide=0,67,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-san-giovanni-monte,https://www.originebologna.com/strade/piazzetta-di-san-giovanni-in-monte/chiesa-di-san-giovanni-in-monte/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiesa-di-san-giovanni-in-monte-4adb4e,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64671/Chiesa+di+San+Giovanni+in+Monte,,,,,,san-giovanni-in-monte.jpg
72,Monastero di S. Giovanni in Monte (ex),Conventi e monasteri,44.490704157470674,11.348117313207181,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Monastero%20di%20S.%20Giovanni%20in%20Monte%20(ex)&page=1&filtrolocalizzazione_OA=5412%7C9597,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Monastero%20di%20S.%20Giovanni%20in%20Monte%20(ex)&page=1&filtrolocalizzazione_OA=5412%7C9597,,1,,,,,,,,,,,,,,,
73,Chiesa di S. Girolamo della Certosa,Chiese,44.496899,11.307995,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Girolamo%20della%20Certosa&page=1&filtrolocalizzazione_OA=5412%7C5591,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Girolamo%20della%20Certosa&page=1&filtroprovenienza_OA=5412%7C7418,,22,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-san-girolamo-della-certosa,,,,,,,,,,,,,,
74,Monastero della Certosa,Conventi e monasteri,44.496899,11.307995,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Certosa&page=1&filtrolocalizzazione_OA=5412%7C6228,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Certosa&page=1&filtroprovenienza_OA=5412%7C10085,,1,,,,,,,,,,,,,,,
75,Cimitero monumentale della Certosa,Altri luoghi di culto,44.496899,11.307995,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Cimitero%20monumentale%20della%20Certosa&page=1&filtrolocalizzazione_OA=5412%7C6229,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Certosa&page=1&filtroprovenienza_OA=5412%7C1090,,2,https://www.storiaememoriadibologna.it/archivio/luoghi/certosa-di-bologna,,,,,,,,,,,,,,
76,Chiesa di S. Girolamo dell'Arcoveggio,Chiese,44.517776,11.342214,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Girolamo%20dell%27Arcoveggio&page=1&filtrolocalizzazione_OA=5412%7C5975,,,1,,,,https://it.wikipedia.org/wiki/Chiesa_di_San_Girolamo_(Bologna),,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64672/Chiesa+di+San+Girolamo+dell%27Arcoveggio,,,,,,
77,Chiesa di S. Girolamo di Miramonte,"Chiese, Non più esistente",44.48662162728933,11.341898323313709,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Girolamo%20Miramonte&page=1&filtroprovenienza_OA=5412%7C8908,,7,,,,,,http://www.centrofasoli.unibo.it/cd_bo/fonti_iconografiche/Conti/generale/miramonte.html,,,,,,,,,
78,Chiesa di S. Giuliano,Chiese,44.485077,11.355443,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Giuliano&page=1&filtrolocalizzazione_OA=5412%7C3414,,,15,,https://www.originebologna.com/strade/strada-santo-stefano-1/n-134-121-123-chiesa-abbaziale-e-parrocchiale-di-s-giuliano/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/chiesa-di-san-giuliano-b92fcf,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64673/Chiesa+di+San+Giuliano,,,,,,
79,Chiesa di S. Giuseppe ai Cappuccini//Santuario di S. Giuseppe (ex Monte Calvario dei Cappuccini),Chiese,44.489342,11.326202,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Giuseppe%20ai%20Cappuccini%2F%2FSantuario%20di%20S.%20Giuseppe%20(ex%20Monte%20Calvario%20dei%20Cappuccini)&page=1&filtrolocalizzazione_OA=5412%7C6221,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Giuseppe%20ai%20Cappuccini%2F%2FSantuario%20di%20S.%20Giuseppe%20(ex%20Monte%20Calvario%20dei%20Cappuccini)&page=1&filtroprovenienza_OA=5412%7C8342,,10,https://www.storiaememoriadibologna.it/archivio/luoghi/santuario-di-san-giuseppe,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/67107/Santuario+di+San+Giuseppe,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800319053,,,,,
80,Convento di S. Giuseppe dei Cappuccini,Conventi e monasteri,44.489342,11.326202,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Giuseppe%20dei%20Cappuccini&page=1&filtrolocalizzazione_OA=5412%7C5683,,,3,,,,,,,,,,,,,,,
81,Museo di S. Giuseppe,Musei,44.489342,11.326202,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Museo%20di%20S.%20Giuseppe&page=1&filtrolocalizzazione_OA=5412%7C3365,,,17,,,,,,,,,,,,,,,
82,Chiesa e convento di S. Maria Maddalena (ex S. Giuseppe di Galliera),Chiese,44.499522,11.343427,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20e%20convento%20di%20S.%20Maria%20Maddalena%20(ex%20S.%20Giuseppe%20di%20Galliera)&page=1&filtroprovenienza_OA=5412%7C8334,,3,,https://www.originebologna.com/strade/galliera/n-501-502/ ; https://www.originebologna.com/strade/galliera/convento-domenicano-di-santa-maria-maddalena/,,,,,,https://digital.fondazionecarisbo.it/artwork/bologna-chiesa-di-santa-maria-maddalena-facciata-3,,,,,,,
83,Chiesa di S. Ignazio,Chiese,44.497760,11.352943,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Ignazio&page=1&filtroprovenienza_OA=5412%7C7862,,1,,https://www.originebologna.com/strade/borgo-della-paglia/n-2840-2841-2842-2843/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/place/ex-chiesa-e-convento-di-sant-ignazio-225327,,,,,,,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800242818,,,,,
84,Chiesa di S. Isaia,Chiese,44.49382571,11.33392632,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Isaia&page=1&filtrolocalizzazione_OA=5412%7C4163,,,3,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-santisaia,https://www.originebologna.com/strade/borghetto-di-san-francesco/n-803/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64719/Chiesa+di+Sant%27Isaia,,,,,,
85,Chiesa di S. Leonardo,Chiese,44.494039,11.354587,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Leonardo&page=1&filtroprovenienza_OA=5412%7C6751,,6,,https://www.originebologna.com/strade/strada-san-vitale/n-138-139/,https://www.bibliotecasalaborsa.it/bolognaonline/i-cartigli-di-bologna-edifici-storici-giardini-e-canali/edifici-storici/ex-chiesa-di-san-leonardo-fa9e29,,,,,,,,,,,,
86,Chiesa di S. Leonardo delle Carceri,"Chiese, Non più esistente",44.49437050090381,11.34372572023549,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa+di+S.+Leonardo+delle+Carceri,,1,,https://www.originebologna.com/strade/canepa-piazzetta-della/chiesa-di-san-leonardo-dei-carcerati/,,,,,,,,,,,,,
87,Chiesa di S. Lorenzo (ex S. Maria del Cestello),"Chiese, Non più esistente",44.487880,11.348043,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Lorenzo%20(ex%20S.%20Maria%20del%20Cestello)&page=1&filtroprovenienza_OA=5412%7C8320,,1,,https://www.originebologna.com/strade/strada-castiglione/n-396-397/,,,,,,,,,,,,,
88,Chiesa di S. Lucia,Chiese,44.489476,11.347474,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Lucia&page=1&filtroprovenienza_OA=5412%7C559,,2,,,https://www.bibliotecasalaborsa.it/bolognaonline/bologna-dello-sport/i-luoghi-dello-sport-a-bologna/ex-chiesa-di-s-lucia,,,,,,,https://catalogo.beniculturali.it/detail/ArchitecturalOrLandscapeHeritage/0800242079,,,,,
89,Chiesa di S. Marco,"Chiese, Non più esistente",44.49473049531412,11.346674641104569,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Marco&page=1&filtroprovenienza_OA=5412%7C405,,2,,https://www.originebologna.com/strade/porta-ravegnana-piazza-di/n-71/,,,,,,,,,,,,,
90,Chiesa di S. Margherita,"Chiese, Non più esistente",44.492574,11.341112,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Margherita&page=1&filtroprovenienza_OA=5412%7C628,,2,,https://www.originebologna.com/strade/pugliole-di-santa-margherita/n-1440-chiesa-e-monastero-di-monache-benedettine-di-santa-margherita/,,,,,,,,,,,,,
91,Chiesa di S. Maria Assunta,Chiese,44.51737020,11.27455294,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20Assunta&page=1&filtrolocalizzazione_OA=5412%7C1957,,,6,,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64692/Chiesa+di+Santa+Maria+Assunta+di+Borgo+Panigale,,,,,,
92,Chiesa di S. Maria Assunta di Casaglia,Chiese,44.464435,11.303494,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa+di+S.+Maria+Assunta+di+Casaglia,,,1,,,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64693/Chiesa+di+Santa+Maria+Assunta+di+Casaglia,,,,,,
93,Chiesa di S. Maria dei Bulgari (ex),Chiese,44.491984,11.343529,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20dei%20Bulgari%20(ex)&page=1&filtrolocalizzazione_OA=5412%7C8361,,,20,,,,,,,https://www.archiginnasio.it/visita-l-archiginnasio/santa-maria-dei-bulgari,,,,,,,,
94,Chiesa di S. Maria degli Angeli,Chiese,44.485898778941426,11.349353647664826,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20degli%20Angeli&page=1&filtroprovenienza_OA=5412%7C336,,2,https://www.storiaememoriadibologna.it/archivio/luoghi/chiesa-di-santa-maria-degli-angeli,https://www.originebologna.com/strade/angeli/n-295-2-28-chiesa-di-santa-maria-degli-angeli/,,,,,,,,,,,,,
95,Convento di S. Maria degli Angeli,Conventi e monasteri,44.491698474934346,11.334788777908603,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Convento%20di%20S.%20Maria%20degli%20Angeli&page=1&filtroprovenienza_OA=5412%7C8294,,2,,https://www.originebologna.com/strade/nosadella/n-653-652-651/,,,,,,,,,,,,,
96,Chiesa di S. Maria della Carità,Chiese,44.497523,11.331378,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20della%20Carit%C3%A0&page=1&filtrolocalizzazione_OA=5412%7C6312,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20della%20Carit%C3%A0&page=1&filtroprovenienza_OA=5412%7C6312,,9,,https://www.originebologna.com/strade/san-felice/n-37/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64696/Chiesa+di+Santa+Maria+della+Carit%C3%A0,,,,,,
97,Chiesa di S. Maria della Libertà,Chiese,44.48843157168212,11.335082698682516,,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa+di+S.+Maria+della+Libert%C3%A0,,1,,https://www.originebologna.com/strade/mura-della-citta-wip/n-281/,,,,,,,,,,,,,
98,Chiesa di S. Maria e S. Domenico alla Mascarella,Chiese,44.499578,11.350033,https://catalogo.fondazionezeri.unibo.it/ricerca.v2.jsp?decorator=layout_resp&apply=true&percorso_ricerca=OA&sortby=LOCALIZZAZIONE&batch=10&view=list&locale=it&PVCS_PVCR_PVCP_PVCC_PVCL_LDCN_PRVS_PRVR_PRVP_PRVC_PRVL_PRCD=Chiesa%20di%20S.%20Maria%20e%20S.%20Domenico%20alla%20Mascarella&page=1&filtrolocalizzazione_OA=5412%7C6172,,,2,,https://www.originebologna.com/strade/mascarella/n-1573/,,,,,,,https://www.beweb.chiesacattolica.it/edificidiculto/edificio/64701/Chiesa+di+Santa+Maria+e+San+Domenico+della+Mascarella,,,,,,
